"id","idade","altura","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"3155",3155,36,1.51,55.43,24.31,"F","3º Grau","Biológicas","não",0,3043.49,0,2
"3156",3156,38,1.54,56.69,23.9,"F","Doutorado","Humanas","não",0,3168.84,3,0
"3157",3157,46,1.65,61.17,22.47,"F","Doutorado","Exatas","não",0,3616.89,0,1
"3158",3158,39,1.56,57.3,23.55,"F","Analfabeto","Biológicas","não",0,3230.07,2,2
"3159",3159,26,1.37,49.64,26.45,"F","2º Grau","Exatas","não",0,2463.68,0,1
"3160",3160,27,1.38,50.22,26.37,"M","PósDoc","Exatas","não",0,2521.57,3,1
"3161",3161,24,1.34,48.75,27.15,"M","PósDoc","Humanas","não",0,2375.36,3,0
"3162",3162,42,1.61,59.25,22.86,"F","Analfabeto","Humanas","não",0,3425.12,0,0
"3163",3163,25,1.36,49.37,26.69,"M","Doutorado","Exatas","não",0,2436.67,0,1
"3164",3164,31,1.44,52.69,25.41,"M","Doutorado","Biológicas","não",0,2769.43,2,2
"3165",3165,27,1.38,50.17,26.34,"M","Doutorado","Biológicas","não",0,2517.46,1,2
"3166",3166,43,1.62,59.82,22.79,"M","3º Grau","Exatas","sim",1,3481.53,3,1
"3167",3167,46,1.65,61.14,22.46,"F","Analfabeto","Humanas","não",0,3613.81,2,0
"3168",3168,40,1.58,58.07,23.26,"F","PósDoc","Exatas","não",0,3307.37,0,1
"3169",3169,28,1.41,51.24,25.77,"F","Analfabeto","Biológicas","não",0,2624.11,3,2
"3170",3170,33,1.47,53.8,24.9,"F","Mestrado","Humanas","não",0,2880.38,3,0
"3171",3171,37,1.52,55.99,24.23,"F","Mestrado","Biológicas","não",0,3099.5,1,2
"3172",3172,36,1.52,55.77,24.14,"F","Doutorado","Humanas","sim",1,3077.3,0,0
"3173",3173,27,1.38,50.33,26.43,"M","PósDoc","Humanas","sim",1,2532.85,1,0
"3174",3174,33,1.48,54.07,24.68,"M","1º Grau","Exatas","não",0,2906.98,3,1
"3175",3175,44,1.63,60.1,22.62,"M","1º Grau","Humanas","não",0,3509.8,1,0
"3176",3176,28,1.39,50.79,26.29,"M","PósDoc","Exatas","não",0,2579.38,2,1
"3177",3177,40,1.58,58.14,23.29,"M","Analfabeto","Humanas","não",0,3314.09,0,0
"3178",3178,32,1.46,53.49,25.09,"M","Analfabeto","Exatas","sim",1,2848.88,0,1
"3179",3179,37,1.52,55.87,24.18,"F","Mestrado","Exatas","não",0,3086.99,2,1
"3180",3180,39,1.56,57.39,23.58,"M","3º Grau","Biológicas","não",0,3239.24,1,2
"3181",3181,36,1.51,55.54,24.36,"M","Mestrado","Humanas","não",0,3054.43,1,0
"3182",3182,46,1.65,61.18,22.47,"M","PósDoc","Humanas","não",0,3618.39,3,0
"3183",3183,25,1.35,49.19,26.99,"F","Mestrado","Humanas","sim",1,2419.18,1,0
"3184",3184,37,1.53,56.12,23.97,"F","1º Grau","Exatas","não",0,3111.59,3,1
"3185",3185,40,1.57,57.82,23.46,"M","Doutorado","Biológicas","não",0,3282.41,0,2
"3186",3186,35,1.5,54.94,24.42,"F","Analfabeto","Exatas","sim",1,2993.66,3,1
"3187",3187,30,1.43,52.33,25.59,"F","Mestrado","Humanas","sim",1,2733.19,2,0
"3188",3188,48,1.69,62.66,21.94,"F","Analfabeto","Exatas","não",0,3766.38,1,1
"3189",3189,42,1.6,58.83,22.98,"F","PósDoc","Exatas","sim",1,3382.77,3,1
"3190",3190,42,1.61,59.23,22.85,"F","Analfabeto","Biológicas","não",0,3423.38,1,2
"3191",3191,27,1.39,50.4,26.09,"F","Analfabeto","Biológicas","não",0,2540.33,3,2
"3192",3192,32,1.45,53.14,25.27,"M","PósDoc","Biológicas","não",0,2813.7,3,2
"3193",3193,21,1.3,47.04,27.83,"F","1º Grau","Humanas","sim",1,2204.03,2,0
"3194",3194,37,1.53,56.34,24.07,"M","3º Grau","Exatas","não",0,3134.38,1,1
"3195",3195,23,1.33,48.01,27.14,"F","Mestrado","Humanas","sim",1,2301.28,3,0
"3196",3196,22,1.31,47.32,27.57,"M","PósDoc","Biológicas","sim",1,2231.52,3,2
"3197",3197,39,1.56,57.24,23.52,"M","Analfabeto","Biológicas","sim",1,3224.08,0,2
"3198",3198,24,1.34,48.72,27.13,"M","3º Grau","Humanas","não",0,2372.47,1,0
"3199",3199,32,1.46,53.23,24.97,"F","1º Grau","Exatas","não",0,2822.78,0,1
"3200",3200,38,1.54,56.47,23.81,"F","3º Grau","Biológicas","não",0,3147,1,2
"3201",3201,34,1.49,54.61,24.6,"F","Doutorado","Humanas","não",0,2960.66,0,0
"3202",3202,40,1.57,57.9,23.49,"M","2º Grau","Humanas","não",0,3290.26,1,0
"3203",3203,29,1.42,51.63,25.61,"F","Mestrado","Biológicas","não",0,2662.9,2,2
"3204",3204,32,1.46,53.28,25,"F","Analfabeto","Exatas","não",0,2827.85,1,1
"3205",3205,26,1.37,49.79,26.53,"F","Analfabeto","Exatas","não",0,2478.76,1,1
"3206",3206,25,1.36,49.4,26.71,"F","Analfabeto","Biológicas","não",0,2439.93,1,2
"3207",3207,35,1.5,54.85,24.38,"F","1º Grau","Humanas","sim",1,2985.08,1,0
"3208",3208,32,1.46,53.36,25.03,"M","Mestrado","Humanas","não",0,2836.22,0,0
"3209",3209,39,1.56,57.41,23.59,"M","1º Grau","Exatas","não",0,3240.87,3,1
"3210",3210,28,1.39,50.77,26.28,"M","1º Grau","Humanas","não",0,2577.46,3,0
"3211",3211,31,1.45,52.8,25.11,"M","Analfabeto","Exatas","não",0,2780.42,0,1
"3212",3212,51,1.73,64.1,21.42,"F","Mestrado","Exatas","não",0,3909.67,3,1
"3213",3213,37,1.53,56.33,24.06,"M","PósDoc","Exatas","sim",1,3133.25,1,1
"3214",3214,38,1.55,56.86,23.67,"F","PósDoc","Biológicas","sim",1,3185.8,0,2
"3215",3215,28,1.4,50.98,26.01,"M","Doutorado","Exatas","não",0,2597.72,1,1
"3216",3216,49,1.7,62.99,21.8,"M","PósDoc","Exatas","sim",1,3799.05,0,1
"3217",3217,42,1.61,59.28,22.87,"F","Analfabeto","Biológicas","não",0,3427.99,2,2
"3218",3218,45,1.64,60.7,22.57,"F","1º Grau","Exatas","não",0,3570.41,0,1
"3219",3219,41,1.58,58.2,23.31,"M","3º Grau","Humanas","não",0,3319.64,2,0
"3220",3220,34,1.49,54.59,24.59,"F","Doutorado","Humanas","não",0,2959.11,3,0
"3221",3221,31,1.44,52.71,25.42,"F","Doutorado","Exatas","não",0,2771.09,2,1
"3222",3222,29,1.42,51.62,25.6,"M","Mestrado","Biológicas","não",0,2661.69,3,2
"3223",3223,38,1.54,56.6,23.87,"F","PósDoc","Exatas","não",0,3159.94,0,1
"3224",3224,31,1.44,52.47,25.3,"M","Mestrado","Exatas","não",0,2747.08,2,1
"3225",3225,36,1.52,55.81,24.16,"F","Doutorado","Biológicas","sim",1,3081.13,0,2
"3226",3226,36,1.51,55.53,24.35,"M","Analfabeto","Humanas","não",0,3052.55,2,0
"3227",3227,38,1.54,56.79,23.95,"F","Doutorado","Humanas","não",0,3179.31,1,0
"3228",3228,33,1.48,54.04,24.67,"F","3º Grau","Biológicas","sim",1,2903.87,3,2
"3229",3229,36,1.52,55.8,24.15,"M","1º Grau","Humanas","não",0,3080.13,0,0
"3230",3230,29,1.42,51.72,25.65,"M","1º Grau","Humanas","sim",1,2672.31,0,0
"3231",3231,29,1.41,51.3,25.8,"F","1º Grau","Humanas","não",0,2630.2,0,0
"3232",3232,33,1.47,53.72,24.86,"M","1º Grau","Humanas","sim",1,2871.75,1,0
"3233",3233,28,1.4,51.06,26.05,"M","Mestrado","Exatas","sim",1,2606.24,2,1
"3234",3234,37,1.52,55.87,24.18,"M","3º Grau","Biológicas","não",0,3086.99,1,2
"3235",3235,46,1.65,61.13,22.45,"F","2º Grau","Humanas","sim",1,3612.99,0,0
"3236",3236,34,1.48,54.36,24.82,"F","Doutorado","Exatas","não",0,2936.28,1,1
"3237",3237,38,1.54,56.7,23.91,"F","Analfabeto","Humanas","não",0,3170.34,2,0
"3238",3238,29,1.42,51.7,25.64,"M","Analfabeto","Humanas","não",0,2669.69,0,0
"3239",3239,41,1.58,58.16,23.3,"M","1º Grau","Exatas","não",0,3316.42,1,1
"3240",3240,35,1.49,54.76,24.67,"M","Doutorado","Exatas","não",0,2976.09,3,1
"3241",3241,18,1.26,45.45,28.63,"M","Doutorado","Humanas","não",0,2045.3,3,0
"3242",3242,38,1.54,56.79,23.95,"M","Analfabeto","Humanas","não",0,3179.1,2,0
"3243",3243,40,1.57,57.61,23.37,"F","Doutorado","Biológicas","sim",1,3260.72,0,2
"3244",3244,38,1.55,56.97,23.71,"F","Analfabeto","Biológicas","sim",1,3196.93,1,2
"3245",3245,35,1.5,54.91,24.4,"F","Mestrado","Humanas","não",0,2990.54,2,0
"3246",3246,39,1.56,57.27,23.53,"M","1º Grau","Exatas","não",0,3226.92,1,1
"3247",3247,34,1.49,54.65,24.62,"M","3º Grau","Humanas","sim",1,2964.91,3,0
"3248",3248,42,1.6,58.87,23,"F","PósDoc","Biológicas","não",0,3387.36,1,2
"3249",3249,26,1.38,50.14,26.33,"M","Mestrado","Biológicas","sim",1,2513.54,3,2
"3250",3250,40,1.57,57.92,23.5,"F","PósDoc","Humanas","não",0,3292.45,2,0
"3251",3251,38,1.55,56.84,23.66,"M","1º Grau","Biológicas","sim",1,3183.88,1,2
"3252",3252,40,1.57,57.83,23.46,"F","Analfabeto","Humanas","sim",1,3283.36,1,0
"3253",3253,33,1.48,54.06,24.68,"M","3º Grau","Humanas","não",0,2906.08,3,0
"3254",3254,37,1.53,56.4,24.09,"M","Analfabeto","Biológicas","sim",1,3139.9,1,2
"3255",3255,39,1.56,57.36,23.57,"M","2º Grau","Biológicas","sim",1,3235.62,3,2
"3256",3256,35,1.51,55.25,24.23,"F","Doutorado","Biológicas","não",0,3025.43,3,2
"3257",3257,26,1.37,49.64,26.45,"F","2º Grau","Humanas","não",0,2463.6,1,0
"3258",3258,39,1.55,57.06,23.75,"M","PósDoc","Exatas","não",0,3206.36,2,1
"3259",3259,31,1.44,52.67,25.4,"F","1º Grau","Biológicas","não",0,2767.3,0,2
"3260",3260,26,1.37,49.74,26.5,"M","PósDoc","Biológicas","não",0,2473.52,2,2
"3261",3261,40,1.57,57.63,23.38,"M","3º Grau","Biológicas","não",0,3263.35,0,2
"3262",3262,45,1.65,60.9,22.37,"F","3º Grau","Biológicas","sim",1,3589.82,0,2
"3263",3263,36,1.51,55.42,24.31,"F","PósDoc","Exatas","não",0,3041.81,2,1
"3264",3264,40,1.58,58.12,23.28,"F","Analfabeto","Humanas","não",0,3311.79,0,0
"3265",3265,32,1.46,53.29,25,"F","3º Grau","Exatas","não",0,2828.69,1,1
"3266",3266,33,1.47,53.98,24.98,"F","PósDoc","Biológicas","sim",1,2898.48,2,2
"3267",3267,43,1.61,59.54,22.97,"F","PósDoc","Biológicas","não",0,3453.94,3,2
"3268",3268,33,1.47,53.74,24.87,"M","2º Grau","Humanas","sim",1,2874.12,0,0
"3269",3269,40,1.57,57.76,23.43,"F","Doutorado","Exatas","não",0,3276.02,0,1
"3270",3270,31,1.44,52.65,25.39,"M","3º Grau","Biológicas","não",0,2765,3,2
"3271",3271,36,1.52,55.83,24.16,"F","Mestrado","Humanas","não",0,3082.74,1,0
"3272",3272,51,1.73,64.28,21.48,"M","3º Grau","Humanas","não",0,3927.56,2,0
"3273",3273,42,1.6,59.12,23.09,"M","Doutorado","Biológicas","sim",1,3412.3,1,2
"3274",3274,49,1.7,62.98,21.79,"M","Analfabeto","Humanas","não",0,3798.47,2,0
"3275",3275,46,1.66,61.56,22.34,"M","3º Grau","Biológicas","não",0,3656.42,1,2
"3276",3276,40,1.56,57.6,23.67,"M","2º Grau","Exatas","não",0,3259.99,1,1
"3277",3277,27,1.39,50.42,26.1,"M","3º Grau","Exatas","sim",1,2541.98,0,1
"3278",3278,39,1.55,57.05,23.75,"M","PósDoc","Exatas","sim",1,3204.84,2,1
"3279",3279,35,1.5,55.15,24.51,"F","Analfabeto","Exatas","não",0,3015.13,2,1
"3280",3280,29,1.41,51.4,25.85,"M","3º Grau","Biológicas","não",0,2639.99,0,2
"3281",3281,22,1.32,47.72,27.39,"M","2º Grau","Biológicas","não",0,2271.92,1,2
"3282",3282,24,1.34,48.47,26.99,"F","3º Grau","Humanas","não",0,2346.55,0,0
"3283",3283,33,1.47,53.99,24.98,"F","PósDoc","Exatas","não",0,2898.87,3,1
"3284",3284,41,1.59,58.58,23.17,"F","1º Grau","Humanas","não",0,3357.86,1,0
"3285",3285,20,1.28,46.15,28.17,"M","Analfabeto","Exatas","não",0,2115.23,0,1
"3286",3286,43,1.62,59.68,22.74,"F","2º Grau","Humanas","não",0,3468.44,3,0
"3287",3287,22,1.32,47.72,27.39,"F","Analfabeto","Humanas","não",0,2271.52,3,0
"3288",3288,33,1.47,53.66,24.83,"F","1º Grau","Biológicas","não",0,2866.42,0,2
"3289",3289,43,1.62,59.62,22.72,"F","Analfabeto","Biológicas","sim",1,3462.1,1,2
"3290",3290,40,1.58,58.01,23.24,"M","2º Grau","Humanas","não",0,3301.47,0,0
"3291",3291,37,1.53,56.02,23.93,"F","Doutorado","Biológicas","sim",1,3102.11,0,2
"3292",3292,35,1.5,54.94,24.42,"F","Mestrado","Biológicas","sim",1,2994.14,2,2
"3293",3293,38,1.54,56.58,23.86,"F","Analfabeto","Biológicas","sim",1,3158.24,0,2
"3294",3294,32,1.46,53.44,25.07,"F","Mestrado","Humanas","sim",1,2843.57,3,0
"3295",3295,35,1.49,54.78,24.67,"M","Analfabeto","Humanas","sim",1,2978.33,2,0
"3296",3296,35,1.5,55.03,24.46,"M","PósDoc","Biológicas","não",0,3003.02,0,2
"3297",3297,46,1.66,61.29,22.24,"M","3º Grau","Humanas","não",0,3629.09,0,0
"3298",3298,43,1.62,59.77,22.77,"F","PósDoc","Humanas","sim",1,3477.34,1,0
"3299",3299,42,1.6,58.94,23.02,"F","Doutorado","Exatas","não",0,3394.27,0,1
"3300",3300,38,1.54,56.79,23.95,"M","Analfabeto","Biológicas","não",0,3179.46,1,2
"3301",3301,39,1.55,57.05,23.75,"F","3º Grau","Biológicas","não",0,3205.16,0,2
"3302",3302,41,1.59,58.51,23.14,"M","Doutorado","Exatas","não",0,3350.63,0,1
"3303",3303,38,1.55,56.93,23.7,"M","Mestrado","Exatas","não",0,3192.8,1,1
"3304",3304,32,1.46,53.41,25.06,"F","Analfabeto","Exatas","sim",1,2840.79,3,1
"3305",3305,42,1.6,58.86,22.99,"F","2º Grau","Exatas","não",0,3386.01,2,1
"3306",3306,39,1.56,57.23,23.52,"M","PósDoc","Exatas","não",0,3223.18,2,1
"3307",3307,32,1.45,53.06,25.24,"F","1º Grau","Biológicas","não",0,2806.21,2,2
"3308",3308,32,1.46,53.51,25.1,"M","Doutorado","Biológicas","sim",1,2851.4,3,2
"3309",3309,28,1.41,51.27,25.79,"F","3º Grau","Exatas","não",0,2626.62,2,1
"3310",3310,24,1.35,48.92,26.84,"M","1º Grau","Biológicas","não",0,2391.98,0,2
"3311",3311,33,1.47,53.7,24.85,"M","3º Grau","Exatas","não",0,2869.87,0,1
"3312",3312,41,1.59,58.48,23.13,"M","Doutorado","Humanas","não",0,3347.73,1,0
"3313",3313,45,1.65,60.96,22.39,"M","2º Grau","Exatas","não",0,3596.08,2,1
"3314",3314,39,1.56,57.45,23.61,"F","Mestrado","Humanas","não",0,3244.99,3,0
"3315",3315,41,1.59,58.48,23.13,"M","PósDoc","Humanas","não",0,3347.73,3,0
"3316",3316,30,1.42,51.99,25.78,"M","PósDoc","Humanas","não",0,2699.11,3,0
"3317",3317,25,1.35,49.02,26.9,"F","3º Grau","Exatas","não",0,2402.31,3,1
"3318",3318,32,1.45,53.16,25.28,"F","Doutorado","Biológicas","não",0,2815.89,1,2
"3319",3319,36,1.52,55.63,24.08,"M","3º Grau","Biológicas","não",0,3063.22,0,2
"3320",3320,32,1.46,53.37,25.04,"F","3º Grau","Humanas","sim",1,2836.51,2,0
"3321",3321,42,1.6,59.14,23.1,"F","1º Grau","Biológicas","sim",1,3413.69,1,2
"3322",3322,38,1.54,56.64,23.88,"M","3º Grau","Humanas","sim",1,3163.99,1,0
"3323",3323,31,1.44,52.52,25.33,"M","1º Grau","Exatas","sim",1,2751.93,1,1
"3324",3324,45,1.64,60.79,22.6,"M","1º Grau","Exatas","não",0,3579.38,2,1
"3325",3325,30,1.43,52.31,25.58,"M","3º Grau","Exatas","não",0,2730.77,0,1
"3326",3326,26,1.38,50.12,26.32,"M","3º Grau","Exatas","não",0,2512.33,2,1
"3327",3327,37,1.52,55.95,24.22,"M","2º Grau","Biológicas","não",0,3094.57,3,2
"3328",3328,38,1.54,56.76,23.93,"M","Mestrado","Biológicas","não",0,3175.96,1,2
"3329",3329,23,1.33,48.23,27.27,"F","Doutorado","Exatas","não",0,2323.22,3,1
"3330",3330,35,1.49,54.73,24.65,"F","Mestrado","Humanas","não",0,2973.29,3,0
"3331",3331,23,1.32,47.87,27.47,"F","3º Grau","Biológicas","não",0,2286.78,1,2
"3332",3332,36,1.52,55.62,24.07,"F","2º Grau","Exatas","sim",1,3062.24,1,1
"3333",3333,34,1.48,54.18,24.74,"M","Analfabeto","Exatas","não",0,2918.08,1,1
"3334",3334,31,1.44,52.76,25.44,"F","Mestrado","Humanas","sim",1,2776.19,2,0
"3335",3335,28,1.39,50.74,26.26,"F","3º Grau","Exatas","sim",1,2573.63,3,1
"3336",3336,34,1.48,54.36,24.82,"F","PósDoc","Humanas","sim",1,2936.47,1,0
"3337",3337,28,1.4,50.83,25.93,"M","Mestrado","Biológicas","não",0,2583.33,1,2
"3338",3338,46,1.65,61.13,22.45,"F","Mestrado","Exatas","sim",1,3612.77,0,1
"3339",3339,40,1.57,57.76,23.43,"M","PósDoc","Humanas","não",0,3275.59,3,0
"3340",3340,47,1.68,62.14,22.02,"F","Analfabeto","Biológicas","não",0,3714.22,3,2
"3341",3341,38,1.54,56.65,23.89,"M","1º Grau","Humanas","não",0,3165.17,2,0
"3342",3342,41,1.58,58.18,23.31,"F","2º Grau","Exatas","não",0,3318.14,3,1
"3343",3343,54,1.77,65.81,21.01,"F","PósDoc","Humanas","sim",1,4081.25,0,0
"3344",3344,23,1.33,48.23,27.27,"M","Mestrado","Biológicas","não",0,2322.86,3,2
"3345",3345,20,1.29,46.62,28.02,"M","Analfabeto","Biológicas","não",0,2161.77,0,2
"3346",3346,28,1.4,50.82,25.93,"F","Analfabeto","Biológicas","não",0,2582.39,0,2
"3347",3347,42,1.6,59.05,23.07,"M","1º Grau","Exatas","sim",1,3405.25,2,1
"3348",3348,25,1.36,49.37,26.69,"M","1º Grau","Humanas","sim",1,2437.04,1,0
"3349",3349,47,1.67,61.72,22.13,"M","3º Grau","Humanas","sim",1,3672.04,3,0
"3350",3350,44,1.63,60.33,22.71,"M","Analfabeto","Humanas","não",0,3532.98,2,0
"3351",3351,51,1.74,64.41,21.27,"M","2º Grau","Biológicas","não",0,3941.38,0,2
"3352",3352,21,1.3,46.81,27.7,"F","PósDoc","Biológicas","não",0,2180.52,2,2
"3353",3353,29,1.41,51.39,25.85,"M","2º Grau","Exatas","não",0,2638.57,3,1
"3354",3354,41,1.58,58.27,23.34,"M","PósDoc","Biológicas","sim",1,3326.8,0,2
"3355",3355,34,1.49,54.59,24.59,"F","3º Grau","Biológicas","não",0,2958.85,2,2
"3356",3356,41,1.59,58.56,23.16,"F","Analfabeto","Exatas","sim",1,3355.91,0,1
"3357",3357,27,1.39,50.63,26.2,"F","2º Grau","Humanas","não",0,2563.35,3,0
"3358",3358,38,1.55,56.86,23.67,"F","Mestrado","Humanas","não",0,3185.74,0,0
"3359",3359,36,1.51,55.53,24.35,"M","1º Grau","Humanas","sim",1,3053.47,0,0
"3360",3360,36,1.51,55.48,24.33,"F","3º Grau","Exatas","não",0,3048.01,2,1
"3361",3361,44,1.63,60.09,22.62,"M","2º Grau","Humanas","não",0,3508.57,2,0
"3362",3362,31,1.45,52.89,25.16,"F","PósDoc","Biológicas","sim",1,2789.22,0,2
"3363",3363,37,1.54,56.41,23.79,"M","Analfabeto","Biológicas","não",0,3140.67,3,2
"3364",3364,26,1.37,49.92,26.6,"F","Mestrado","Exatas","não",0,2491.69,0,1
"3365",3365,34,1.48,54.37,24.82,"M","Mestrado","Exatas","sim",1,2937.09,1,1
"3366",3366,23,1.33,48.34,27.33,"M","Analfabeto","Exatas","sim",1,2334.23,2,1
"3367",3367,30,1.43,52.35,25.6,"M","Analfabeto","Exatas","não",0,2735.28,2,1
"3368",3368,36,1.51,55.33,24.27,"M","2º Grau","Biológicas","não",0,3032.53,2,2
"3369",3369,42,1.59,58.74,23.23,"F","Doutorado","Exatas","não",0,3373.64,3,1
"3370",3370,33,1.47,53.8,24.9,"M","2º Grau","Humanas","não",0,2879.89,1,0
"3371",3371,35,1.51,55.23,24.22,"M","Doutorado","Biológicas","sim",1,3023.5,2,2
"3372",3372,43,1.61,59.31,22.88,"M","Mestrado","Exatas","não",0,3431.39,0,1
"3373",3373,24,1.34,48.65,27.09,"M","2º Grau","Biológicas","não",0,2365.23,1,2
"3374",3374,35,1.5,54.94,24.42,"M","Doutorado","Biológicas","não",0,2993.77,0,2
"3375",3375,35,1.5,54.88,24.39,"M","PósDoc","Exatas","não",0,2988.12,0,1
"3376",3376,43,1.61,59.45,22.94,"F","PósDoc","Biológicas","não",0,3445.46,1,2
"3377",3377,35,1.5,54.83,24.37,"M","PósDoc","Exatas","não",0,2983,2,1
"3378",3378,29,1.41,51.48,25.89,"M","2º Grau","Exatas","não",0,2648.36,0,1
"3379",3379,22,1.31,47.44,27.64,"F","Analfabeto","Humanas","não",0,2243.94,3,0
"3380",3380,31,1.44,52.44,25.29,"M","Doutorado","Humanas","não",0,2744.09,0,0
"3381",3381,43,1.62,59.73,22.76,"M","3º Grau","Exatas","não",0,3473.41,2,1
"3382",3382,49,1.7,62.83,21.74,"M","1º Grau","Humanas","não",0,3782.81,0,0
"3383",3383,45,1.64,60.68,22.56,"F","PósDoc","Humanas","não",0,3568.09,0,0
"3384",3384,29,1.42,51.65,25.61,"M","1º Grau","Exatas","sim",1,2665.3,0,1
"3385",3385,35,1.5,55.12,24.5,"M","Doutorado","Biológicas","não",0,3012.1,1,2
"3386",3386,42,1.6,58.98,23.04,"F","1º Grau","Humanas","sim",1,3397.8,0,0
"3387",3387,32,1.46,53.25,24.98,"F","2º Grau","Humanas","não",0,2825.27,1,0
"3388",3388,29,1.41,51.33,25.82,"M","3º Grau","Biológicas","sim",1,2632.51,0,2
"3389",3389,35,1.49,54.76,24.67,"M","Mestrado","Exatas","não",0,2975.7,3,1
"3390",3390,28,1.41,51.22,25.76,"M","Doutorado","Humanas","sim",1,2622.13,0,0
"3391",3391,23,1.34,48.4,26.95,"M","Mestrado","Exatas","não",0,2340.17,0,1
"3392",3392,29,1.41,51.47,25.89,"M","3º Grau","Exatas","não",0,2647.1,0,1
"3393",3393,45,1.65,60.86,22.35,"M","PósDoc","Exatas","não",0,3585.9,0,1
"3394",3394,41,1.58,58.21,23.32,"F","PósDoc","Exatas","não",0,3320.62,3,1
"3395",3395,37,1.53,56.2,24.01,"M","2º Grau","Biológicas","sim",1,3120.18,1,2
"3396",3396,34,1.48,54.33,24.8,"F","Mestrado","Biológicas","sim",1,2933,3,2
"3397",3397,32,1.45,53.12,25.27,"M","Doutorado","Exatas","não",0,2812,3,1
"3398",3398,34,1.49,54.55,24.57,"M","2º Grau","Exatas","não",0,2954.69,2,1
"3399",3399,37,1.53,56.01,23.93,"F","1º Grau","Humanas","não",0,3100.6,1,0
"3400",3400,48,1.68,62.34,22.09,"F","PósDoc","Biológicas","sim",1,3733.78,3,2
"3401",3401,36,1.51,55.53,24.35,"F","PósDoc","Exatas","não",0,3052.72,0,1
"3402",3402,34,1.49,54.65,24.62,"M","2º Grau","Humanas","não",0,2964.82,1,0
"3403",3403,38,1.54,56.67,23.9,"M","PósDoc","Exatas","sim",1,3167.31,1,1
"3404",3404,43,1.61,59.54,22.97,"M","PósDoc","Exatas","não",0,3454.43,2,1
"3405",3405,46,1.66,61.53,22.33,"M","PósDoc","Biológicas","não",0,3653.26,0,2
"3406",3406,38,1.55,56.89,23.68,"F","2º Grau","Humanas","não",0,3188.77,2,0
"3407",3407,30,1.42,51.97,25.77,"M","Analfabeto","Exatas","não",0,2696.62,0,1
"3408",3408,38,1.54,56.77,23.94,"F","1º Grau","Humanas","não",0,3177.16,0,0
"3409",3409,35,1.5,54.84,24.37,"F","Mestrado","Biológicas","sim",1,2984.34,0,2
"3410",3410,30,1.43,52.26,25.56,"F","1º Grau","Exatas","não",0,2725.53,3,1
"3411",3411,25,1.36,49.46,26.74,"M","PósDoc","Exatas","não",0,2446.31,2,1
"3412",3412,41,1.58,58.38,23.39,"M","Doutorado","Biológicas","não",0,3338.03,3,2
"3413",3413,40,1.58,58.06,23.26,"F","1º Grau","Humanas","sim",1,3305.83,3,0
"3414",3414,35,1.5,55,24.44,"F","PósDoc","Biológicas","não",0,2999.64,1,2
"3415",3415,30,1.43,52.13,25.49,"M","Mestrado","Exatas","sim",1,2712.63,3,1
"3416",3416,33,1.47,53.92,24.95,"M","Mestrado","Biológicas","não",0,2891.95,1,2
"3417",3417,28,1.4,51.05,26.05,"F","3º Grau","Biológicas","não",0,2605.35,1,2
"3418",3418,31,1.44,52.73,25.43,"F","Doutorado","Biológicas","não",0,2772.92,0,2
"3419",3419,34,1.49,54.56,24.58,"F","2º Grau","Exatas","sim",1,2956.26,2,1
"3420",3420,35,1.51,55.29,24.25,"F","Doutorado","Humanas","não",0,3028.52,3,0
"3421",3421,35,1.49,54.73,24.65,"F","Mestrado","Biológicas","não",0,2973.3,0,2
"3422",3422,39,1.56,57.34,23.56,"M","Mestrado","Humanas","não",0,3233.77,0,0
"3423",3423,19,1.27,45.74,28.36,"F","Doutorado","Biológicas","sim",1,2073.91,1,2
"3424",3424,50,1.71,63.49,21.71,"M","PósDoc","Biológicas","sim",1,3848.78,3,2
"3425",3425,48,1.68,62.31,22.08,"M","1º Grau","Biológicas","não",0,3731.03,2,2
"3426",3426,38,1.54,56.75,23.93,"M","PósDoc","Humanas","sim",1,3175.37,1,0
"3427",3427,25,1.36,49.37,26.69,"F","2º Grau","Biológicas","não",0,2437.03,3,2
"3428",3428,40,1.58,58.13,23.29,"M","Mestrado","Exatas","não",0,3313.09,0,1
"3429",3429,18,1.26,45.54,28.68,"M","Doutorado","Exatas","não",0,2053.85,1,1
"3430",3430,45,1.64,60.7,22.57,"F","Mestrado","Biológicas","não",0,3570.31,2,2
"3431",3431,42,1.59,58.76,23.24,"F","Analfabeto","Humanas","não",0,3375.88,1,0
"3432",3432,26,1.37,49.66,26.46,"M","2º Grau","Exatas","não",0,2466.07,0,1
"3433",3433,40,1.57,57.87,23.48,"M","Doutorado","Biológicas","não",0,3287.15,3,2
"3434",3434,34,1.49,54.64,24.61,"M","2º Grau","Humanas","não",0,2964.27,1,0
"3435",3435,36,1.52,55.69,24.1,"F","Doutorado","Biológicas","sim",1,3069.49,3,2
"3436",3436,33,1.48,54.13,24.71,"M","Mestrado","Biológicas","não",0,2912.54,3,2
"3437",3437,37,1.53,56.09,23.96,"M","3º Grau","Biológicas","sim",1,3109.3,1,2
"3438",3438,42,1.61,59.24,22.85,"F","Mestrado","Biológicas","não",0,3424,2,2
"3439",3439,30,1.42,51.88,25.73,"M","Mestrado","Exatas","sim",1,2687.95,3,1
"3440",3440,14,1.2,42.83,29.74,"F","2º Grau","Exatas","não",0,1782.78,3,1
